transcript_ID,gene_ID
FBtr0340576,FBgn0032666
FBtr0340577,FBgn0032666
FBtr0081038,FBgn0032668
FBtr0081048,FBgn0032669
FBtr0329926,FBgn0032669
FBtr0081049,FBgn0032670
FBtr0081062,FBgn0032671
FBtr0343823,FBgn0032671
FBtr0081050,FBgn0032677
FBtr0345614,FBgn0032677
FBtr0081063,FBgn0032680
FBtr0081085,FBgn0032681
FBtr0081086,FBgn0032681
FBtr0300675,FBgn0032681
FBtr0300676,FBgn0032681
FBtr0300674,FBgn0032682
FBtr0332321,FBgn0032682
FBtr0300341,FBgn0032683
FBtr0332322,FBgn0032683
FBtr0332323,FBgn0032683
FBtr0081068,FBgn0032684
FBtr0305619,FBgn0032684
FBtr0081069,FBgn0032685
FBtr0343824,FBgn0032685
FBtr0081070,FBgn0032688
FBtr0343825,FBgn0032688
FBtr0343826,FBgn0032688
FBtr0081080,FBgn0032689
FBtr0343829,FBgn0032689
FBtr0081072,FBgn0032690
FBtr0081079,FBgn0032691
FBtr0081078,FBgn0032692
FBtr0081077,FBgn0032693
FBtr0081073,FBgn0032694
FBtr0329971,FBgn0032694
FBtr0329972,FBgn0032694
FBtr0343808,FBgn0032694
FBtr0081095,FBgn0032698
FBtr0273194,FBgn0032698
FBtr0089628,FBgn0032699
FBtr0343117,FBgn0032699
FBtr0081096,FBgn0032700
FBtr0343108,FBgn0032700
FBtr0081097,FBgn0032701
FBtr0343109,FBgn0032701
FBtr0081128,FBgn0032702
FBtr0081098,FBgn0032703
FBtr0343116,FBgn0032704
FBtr0081099,FBgn0032705
FBtr0081125,FBgn0032706
FBtr0343113,FBgn0032706
FBtr0343114,FBgn0032706
FBtr0301647,FBgn0032707
FBtr0343112,FBgn0032707
FBtr0081101,FBgn0032709
FBtr0081104,FBgn0032713
FBtr0308574,FBgn0032713
FBtr0308575,FBgn0032713
FBtr0343833,FBgn0032713
FBtr0081121,FBgn0032715
FBtr0344795,FBgn0032715
FBtr0081120,FBgn0032717
FBtr0273228,FBgn0032717
FBtr0331194,FBgn0032717
FBtr0081110,FBgn0032719
FBtr0342919,FBgn0032719
FBtr0089318,FBgn0032720
FBtr0089314,FBgn0032721
FBtr0089315,FBgn0032721
FBtr0347402,FBgn0032721
FBtr0081193,FBgn0032723
FBtr0342929,FBgn0032723
FBtr0081132,FBgn0032724
FBtr0081192,FBgn0032725
FBtr0342928,FBgn0032725
FBtr0081191,FBgn0032726
FBtr0342926,FBgn0032726
FBtr0342927,FBgn0032726
FBtr0081190,FBgn0032727
FBtr0344844,FBgn0032727
FBtr0344845,FBgn0032727
FBtr0081133,FBgn0032728
FBtr0081186,FBgn0032729
FBtr0340323,FBgn0032729
FBtr0340324,FBgn0032729
FBtr0081134,FBgn0032730
FBtr0340317,FBgn0032730
FBtr0081185,FBgn0032731
FBtr0340322,FBgn0032731
FBtr0081135,FBgn0032732
FBtr0081184,FBgn0032733
FBtr0340321,FBgn0032733
FBtr0081136,FBgn0032734
FBtr0081140,FBgn0032740
FBtr0321270,FBgn0032740
FBtr0321271,FBgn0032740
FBtr0321272,FBgn0032740
FBtr0081141,FBgn0032741
FBtr0081178,FBgn0032744
FBtr0081146,FBgn0032746
FBtr0081148,FBgn0032748
FBtr0113043,FBgn0032748
FBtr0081149,FBgn0032749
FBtr0336844,FBgn0032749
FBtr0081150,FBgn0032750
FBtr0081151,FBgn0032751
FBtr0081174,FBgn0032752
FBtr0081175,FBgn0032752
FBtr0081176,FBgn0032752
FBtr0303241,FBgn0032752
FBtr0081173,FBgn0032753
FBtr0081171,FBgn0032754
FBtr0081152,FBgn0032755
FBtr0081233,FBgn0032763
FBtr0081225,FBgn0032768
FBtr0081196,FBgn0032769
FBtr0343804,FBgn0032769
FBtr0081197,FBgn0032770
FBtr0336817,FBgn0032770
FBtr0336818,FBgn0032770
FBtr0081198,FBgn0032771
FBtr0081199,FBgn0032772
FBtr0081222,FBgn0032773
FBtr0081223,FBgn0032773
FBtr0301287,FBgn0032773
FBtr0336819,FBgn0032773
FBtr0081219,FBgn0032774
FBtr0081220,FBgn0032774
FBtr0081221,FBgn0032774
FBtr0300823,FBgn0032774
FBtr0310645,FBgn0032774
FBtr0081216,FBgn0032775
FBtr0081217,FBgn0032775
FBtr0081218,FBgn0032775
FBtr0300822,FBgn0032775
FBtr0081204,FBgn0032779
FBtr0302874,FBgn0032779
FBtr0302938,FBgn0032779
FBtr0334164,FBgn0032779
FBtr0334165,FBgn0032779
FBtr0081203,FBgn0032780
FBtr0335465,FBgn0032780
FBtr0081205,FBgn0032781
FBtr0081206,FBgn0032782
FBtr0081207,FBgn0032783
FBtr0081208,FBgn0032783
FBtr0081209,FBgn0032783
FBtr0308679,FBgn0032783
FBtr0334176,FBgn0032783
FBtr0081236,FBgn0032785
FBtr0081237,FBgn0032785
FBtr0081238,FBgn0032785
FBtr0332317,FBgn0032785
FBtr0302930,FBgn0032787
FBtr0332318,FBgn0032787
FBtr0081240,FBgn0032788
FBtr0081242,FBgn0032789
FBtr0081285,FBgn0032790
FBtr0081243,FBgn0032791
FBtr0331324,FBgn0032791
FBtr0081284,FBgn0032793
FBtr0331327,FBgn0032793
FBtr0081282,FBgn0032796
FBtr0081283,FBgn0032796
FBtr0329963,FBgn0032796
FBtr0081280,FBgn0032797
FBtr0081281,FBgn0032797
FBtr0299519,FBgn0032797
FBtr0302107,FBgn0032797
FBtr0302108,FBgn0032797
FBtr0081247,FBgn0032798
FBtr0343771,FBgn0032798
FBtr0081279,FBgn0032799
FBtr0081248,FBgn0032800
FBtr0081277,FBgn0032801
FBtr0081278,FBgn0032801
FBtr0303779,FBgn0032801
FBtr0303780,FBgn0032801
FBtr0344843,FBgn0032801
FBtr0081251,FBgn0032803
FBtr0081252,FBgn0032804
FBtr0343772,FBgn0032804
FBtr0081276,FBgn0032805
FBtr0081256,FBgn0032809
FBtr0081257,FBgn0032810
FBtr0336619,FBgn0032810
FBtr0081266,FBgn0032811
FBtr0081263,FBgn0032812
FBtr0081264,FBgn0032812
FBtr0331245,FBgn0032812
FBtr0331246,FBgn0032812
FBtr0081262,FBgn0032813
FBtr0081259,FBgn0032814
FBtr0081325,FBgn0032815
FBtr0100351,FBgn0032815
FBtr0100352,FBgn0032815
FBtr0305952,FBgn0032815
FBtr0331243,FBgn0032815
FBtr0331244,FBgn0032815
FBtr0081289,FBgn0032816
FBtr0343854,FBgn0032816
FBtr0081324,FBgn0032817
FBtr0081323,FBgn0032818
FBtr0081290,FBgn0032819
FBtr0081321,FBgn0032820
FBtr0343856,FBgn0032820
FBtr0343857,FBgn0032820
FBtr0347410,FBgn0032820
FBtr0081318,FBgn0032821
FBtr0300966,FBgn0032821
FBtr0300967,FBgn0032821
FBtr0332179,FBgn0032821
FBtr0081291,FBgn0032822
FBtr0332178,FBgn0032822
FBtr0081314,FBgn0032824
FBtr0332245,FBgn0032824
FBtr0081312,FBgn0032827
FBtr0081300,FBgn0032833
FBtr0081301,FBgn0032833
FBtr0332242,FBgn0032833
FBtr0332243,FBgn0032833
FBtr0081308,FBgn0032834
FBtr0081302,FBgn0032835
FBtr0346480,FBgn0032835
FBtr0081303,FBgn0032836
FBtr0332182,FBgn0032836
FBtr0081350,FBgn0032839
FBtr0081327,FBgn0032840
FBtr0343848,FBgn0032843
FBtr0081341,FBgn0032845
FBtr0331618,FBgn0032845
FBtr0081333,FBgn0032846
FBtr0331615,FBgn0032846
FBtr0081340,FBgn0032847
FBtr0081334,FBgn0032848
FBtr0081335,FBgn0032848
FBtr0081338,FBgn0032849
FBtr0081339,FBgn0032849
FBtr0081336,FBgn0032850
FBtr0303230,FBgn0032850
FBtr0331616,FBgn0032850
FBtr0331617,FBgn0032850
FBtr0089388,FBgn0032851
FBtr0081378,FBgn0032853
FBtr0345683,FBgn0032853
FBtr0081371,FBgn0032856
FBtr0081369,FBgn0032857
FBtr0081370,FBgn0032857
FBtr0336750,FBgn0032857
FBtr0081367,FBgn0032858
FBtr0346417,FBgn0032858
FBtr0081358,FBgn0032859
FBtr0346418,FBgn0032859
FBtr0307019,FBgn0032860
FBtr0307020,FBgn0032860
FBtr0081362,FBgn0032863
FBtr0332969,FBgn0032863
FBtr0081363,FBgn0032864
FBtr0332970,FBgn0032864
FBtr0081381,FBgn0032867
FBtr0081382,FBgn0032868
FBtr0081406,FBgn0032869
FBtr0081384,FBgn0032870
FBtr0081387,FBgn0032871
FBtr0081388,FBgn0032873
FBtr0339520,FBgn0032873
FBtr0081399,FBgn0032876
FBtr0081401,FBgn0032876
FBtr0081391,FBgn0032877
FBtr0336825,FBgn0032877
FBtr0081396,FBgn0032878
FBtr0081395,FBgn0032879
FBtr0335150,FBgn0032879
FBtr0081393,FBgn0032880
FBtr0335149,FBgn0032880
FBtr0081460,FBgn0032881
FBtr0335148,FBgn0032881
FBtr0081409,FBgn0032882
FBtr0081459,FBgn0032883
FBtr0335147,FBgn0032883
FBtr0081414,FBgn0032884
FBtr0081415,FBgn0032886
FBtr0081416,FBgn0032886
FBtr0081452,FBgn0032888
FBtr0081417,FBgn0032889
FBtr0081418,FBgn0032889
FBtr0081419,FBgn0032889
FBtr0081420,FBgn0032889
FBtr0302942,FBgn0032889
FBtr0302943,FBgn0032889
FBtr0302944,FBgn0032889
FBtr0302945,FBgn0032889
FBtr0339559,FBgn0032889
FBtr0339560,FBgn0032889
FBtr0339561,FBgn0032889
FBtr0345687,FBgn0032889
FBtr0290042,FBgn0032891
FBtr0081425,FBgn0032894
FBtr0339565,FBgn0032894
FBtr0081426,FBgn0032895
FBtr0081449,FBgn0032896
FBtr0081427,FBgn0032897
FBtr0307498,FBgn0032897
FBtr0081448,FBgn0032898
FBtr0081428,FBgn0032899
FBtr0333009,FBgn0032899
FBtr0081430,FBgn0032900
FBtr0307163,FBgn0032900
FBtr0333010,FBgn0032900
FBtr0081440,FBgn0032901
FBtr0081441,FBgn0032901
FBtr0081442,FBgn0032901
FBtr0081443,FBgn0032901
FBtr0081444,FBgn0032901
FBtr0081445,FBgn0032901
FBtr0081446,FBgn0032901
FBtr0081447,FBgn0032901
FBtr0301961,FBgn0032901
FBtr0330255,FBgn0032901
FBtr0330256,FBgn0032901
FBtr0330257,FBgn0032901
FBtr0081438,FBgn0032906
FBtr0333011,FBgn0032906
FBtr0089944,FBgn0032907
FBtr0306031,FBgn0032908
FBtr0081507,FBgn0032910
FBtr0331376,FBgn0032910
FBtr0331377,FBgn0032910
FBtr0331378,FBgn0032910
FBtr0329987,FBgn0032911
FBtr0329988,FBgn0032911
FBtr0081464,FBgn0032913
FBtr0332033,FBgn0032913
FBtr0332034,FBgn0032913
FBtr0300444,FBgn0032914
FBtr0081465,FBgn0032916
FBtr0081468,FBgn0032919
FBtr0081469,FBgn0032921
FBtr0343869,FBgn0032921
FBtr0081500,FBgn0032922
FBtr0301238,FBgn0032922
FBtr0081470,FBgn0032923
FBtr0081471,FBgn0032923
FBtr0343870,FBgn0032923
FBtr0081499,FBgn0032924
FBtr0081472,FBgn0032925
FBtr0081475,FBgn0032929
FBtr0081488,FBgn0032934
FBtr0081487,FBgn0032935
FBtr0331678,FBgn0032935
FBtr0081483,FBgn0032938
FBtr0081484,FBgn0032938
FBtr0114602,FBgn0032938
FBtr0330678,FBgn0032938
FBtr0330679,FBgn0032938
FBtr0330680,FBgn0032938
FBtr0346464,FBgn0032938
FBtr0081524,FBgn0032940
FBtr0081525,FBgn0032940
FBtr0081527,FBgn0032940
FBtr0301457,FBgn0032940
FBtr0301458,FBgn0032940
FBtr0301459,FBgn0032940
FBtr0301460,FBgn0032940
FBtr0301461,FBgn0032940
FBtr0301462,FBgn0032940
FBtr0301463,FBgn0032940
FBtr0301464,FBgn0032940
FBtr0273404,FBgn0032943
FBtr0081517,FBgn0032945
FBtr0081518,FBgn0032946
FBtr0081519,FBgn0032946
FBtr0081520,FBgn0032946
FBtr0333355,FBgn0032946
FBtr0085896,FBgn0032949
FBtr0085921,FBgn0032955
FBtr0085922,FBgn0032955
FBtr0085923,FBgn0032955
FBtr0100511,FBgn0032955
FBtr0305503,FBgn0032955
FBtr0345685,FBgn0032955
FBtr0085899,FBgn0032956
FBtr0085900,FBgn0032956
FBtr0085914,FBgn0032957
FBtr0085915,FBgn0032957
FBtr0085917,FBgn0032957
FBtr0085918,FBgn0032957
FBtr0100618,FBgn0032957
FBtr0304885,FBgn0032957
FBtr0332967,FBgn0032957
FBtr0085903,FBgn0032961
FBtr0085904,FBgn0032961
FBtr0085905,FBgn0032961
FBtr0085909,FBgn0032964
FBtr0085950,FBgn0032965
FBtr0085928,FBgn0032966
FBtr0085929,FBgn0032967
FBtr0085930,FBgn0032968
FBtr0343880,FBgn0032968
FBtr0344210,FBgn0032969
FBtr0347504,FBgn0032969
FBtr0085935,FBgn0032971
FBtr0085943,FBgn0032972
FBtr0299905,FBgn0032973
FBtr0344787,FBgn0032973
FBtr0331655,FBgn0032974
FBtr0331656,FBgn0032974
FBtr0331657,FBgn0032974
FBtr0085964,FBgn0032979
FBtr0100407,FBgn0032979
FBtr0299879,FBgn0032981
FBtr0304739,FBgn0032981
FBtr0299875,FBgn0032986
FBtr0334168,FBgn0032986
FBtr0334169,FBgn0032986
FBtr0085961,FBgn0032987
FBtr0331295,FBgn0032987
FBtr0345541,FBgn0032987
FBtr0085955,FBgn0032988
FBtr0299924,FBgn0032997
FBtr0299923,FBgn0033000
FBtr0345361,FBgn0033000
FBtr0086077,FBgn0033005
FBtr0086078,FBgn0033005
FBtr0111280,FBgn0033005
FBtr0345009,FBgn0033005
FBtr0086079,FBgn0033010
FBtr0086080,FBgn0033010
FBtr0086081,FBgn0033010
FBtr0086082,FBgn0033015
FBtr0086083,FBgn0033015
FBtr0111115,FBgn0033015
FBtr0335258,FBgn0033015
FBtr0086094,FBgn0033017
FBtr0347209,FBgn0033019
FBtr0347210,FBgn0033019
FBtr0086089,FBgn0033020
FBtr0335260,FBgn0033020
FBtr0086091,FBgn0033021
FBtr0086092,FBgn0033021
FBtr0086075,FBgn0033027
FBtr0302019,FBgn0033027
FBtr0086072,FBgn0033028
FBtr0345359,FBgn0033028
FBtr0086062,FBgn0033029
FBtr0331970,FBgn0033029
FBtr0086036,FBgn0033031
FBtr0086037,FBgn0033032
FBtr0086060,FBgn0033033
FBtr0086061,FBgn0033033
FBtr0086057,FBgn0033038
FBtr0086052,FBgn0033041
FBtr0086045,FBgn0033042
FBtr0335271,FBgn0033042
FBtr0086051,FBgn0033043
FBtr0085966,FBgn0033047
FBtr0335266,FBgn0033047
FBtr0086033,FBgn0033048
FBtr0345665,FBgn0033048
FBtr0085972,FBgn0033050
FBtr0335285,FBgn0033050
FBtr0086028,FBgn0033051
FBtr0335289,FBgn0033051
FBtr0086027,FBgn0033052
FBtr0086025,FBgn0033054
FBtr0086026,FBgn0033054
FBtr0302827,FBgn0033054
FBtr0302828,FBgn0033054
FBtr0085974,FBgn0033055
FBtr0335286,FBgn0033055
FBtr0086024,FBgn0033056
FBtr0085975,FBgn0033058
FBtr0301687,FBgn0033058
FBtr0474125,FBgn0033058
FBtr0085977,FBgn0033060
FBtr0086022,FBgn0033061
FBtr0086018,FBgn0033062
FBtr0086020,FBgn0033062
FBtr0086021,FBgn0033062
FBtr0310665,FBgn0033062
FBtr0310666,FBgn0033062
FBtr0310667,FBgn0033062
FBtr0085978,FBgn0033063
FBtr0304730,FBgn0033063
FBtr0332948,FBgn0033063
FBtr0085987,FBgn0033065
FBtr0345485,FBgn0033065
FBtr0086005,FBgn0033067
FBtr0085990,FBgn0033069
FBtr0086001,FBgn0033072
FBtr0085994,FBgn0033074
FBtr0305958,FBgn0033076
FBtr0086148,FBgn0033079
FBtr0086147,FBgn0033081
FBtr0336665,FBgn0033081
FBtr0086114,FBgn0033085
FBtr0086115,FBgn0033086
FBtr0086116,FBgn0033086
FBtr0330253,FBgn0033086
FBtr0086145,FBgn0033087
FBtr0302190,FBgn0033087
FBtr0086118,FBgn0033088
FBtr0086119,FBgn0033088
FBtr0086144,FBgn0033089
FBtr0307502,FBgn0033089
FBtr0086122,FBgn0033090
FBtr0086120,FBgn0033092
FBtr0086121,FBgn0033092
FBtr0306112,FBgn0033092
FBtr0086123,FBgn0033093
FBtr0086140,FBgn0033095
FBtr0302166,FBgn0033095
FBtr0336659,FBgn0033095
FBtr0086139,FBgn0033096
FBtr0306802,FBgn0033097
FBtr0086135,FBgn0033100
FBtr0332940,FBgn0033100
FBtr0086134,FBgn0033101
FBtr0086212,FBgn0033104
FBtr0086160,FBgn0033108
FBtr0086161,FBgn0033108
FBtr0336684,FBgn0033110
FBtr0300358,FBgn0033112
FBtr0310521,FBgn0033112
FBtr0086162,FBgn0033113
FBtr0305679,FBgn0033113
FBtr0086164,FBgn0033115
FBtr0309371,FBgn0033115
FBtr0307183,FBgn0033117
FBtr0336740,FBgn0033117
FBtr0336741,FBgn0033117
FBtr0086185,FBgn0033121
FBtr0345011,FBgn0033121
FBtr0345802,FBgn0033121
FBtr0086170,FBgn0033122
FBtr0303225,FBgn0033122
FBtr0303226,FBgn0033122
FBtr0086179,FBgn0033124
FBtr0089023,FBgn0033127
FBtr0089024,FBgn0033128
FBtr0089026,FBgn0033129
FBtr0089028,FBgn0033130
FBtr0336872,FBgn0033130
FBtr0306743,FBgn0033131
FBtr0089030,FBgn0033132
FBtr0089031,FBgn0033133
FBtr0305678,FBgn0033133
FBtr0089032,FBgn0033134
FBtr0089034,FBgn0033135
FBtr0329936,FBgn0033135
FBtr0089035,FBgn0033136
FBtr0089062,FBgn0033137
FBtr0336874,FBgn0033137
FBtr0089060,FBgn0033138
FBtr0089036,FBgn0033139
FBtr0347153,FBgn0033140
FBtr0300063,FBgn0033141
FBtr0345466,FBgn0033141
FBtr0112770,FBgn0033145
FBtr0089045,FBgn0033149
FBtr0089049,FBgn0033153
FBtr0089022,FBgn0033154
FBtr0089021,FBgn0033155
FBtr0345370,FBgn0033155
FBtr0088963,FBgn0033158
FBtr0345800,FBgn0033158
FBtr0089016,FBgn0033159
FBtr0089018,FBgn0033159
FBtr0089019,FBgn0033159
FBtr0089020,FBgn0033159
FBtr0111049,FBgn0033159
FBtr0111050,FBgn0033159
FBtr0111051,FBgn0033159
FBtr0111052,FBgn0033159
FBtr0111053,FBgn0033159
FBtr0111054,FBgn0033159
FBtr0111055,FBgn0033159
FBtr0111056,FBgn0033159
FBtr0111057,FBgn0033159
FBtr0111058,FBgn0033159
FBtr0111059,FBgn0033159
FBtr0111060,FBgn0033159
FBtr0111061,FBgn0033159
FBtr0111062,FBgn0033159
FBtr0111063,FBgn0033159
FBtr0111064,FBgn0033159
FBtr0111065,FBgn0033159
FBtr0111066,FBgn0033159
FBtr0111067,FBgn0033159
FBtr0111068,FBgn0033159
FBtr0111069,FBgn0033159
FBtr0111070,FBgn0033159
FBtr0111071,FBgn0033159
FBtr0111072,FBgn0033159
FBtr0111073,FBgn0033159
FBtr0111074,FBgn0033159
FBtr0111075,FBgn0033159
FBtr0111076,FBgn0033159
FBtr0111077,FBgn0033159
FBtr0111078,FBgn0033159
FBtr0111079,FBgn0033159
FBtr0111080,FBgn0033159
FBtr0111081,FBgn0033159
FBtr0111082,FBgn0033159
FBtr0111083,FBgn0033159
FBtr0111084,FBgn0033159
FBtr0111085,FBgn0033159
FBtr0111087,FBgn0033159
FBtr0111088,FBgn0033159
FBtr0111089,FBgn0033159
FBtr0111092,FBgn0033159
FBtr0111094,FBgn0033159
FBtr0111096,FBgn0033159
FBtr0111097,FBgn0033159
FBtr0111098,FBgn0033159
FBtr0111099,FBgn0033159
FBtr0111100,FBgn0033159
FBtr0111101,FBgn0033159
FBtr0111102,FBgn0033159
FBtr0306767,FBgn0033159
FBtr0306768,FBgn0033159
FBtr0306769,FBgn0033159
FBtr0306770,FBgn0033159
FBtr0306771,FBgn0033159
FBtr0306772,FBgn0033159
FBtr0306773,FBgn0033159
FBtr0306774,FBgn0033159
FBtr0306775,FBgn0033159
FBtr0306776,FBgn0033159
FBtr0306777,FBgn0033159
FBtr0306778,FBgn0033159
FBtr0306779,FBgn0033159
FBtr0306780,FBgn0033159
FBtr0306781,FBgn0033159
FBtr0306782,FBgn0033159
FBtr0306783,FBgn0033159
FBtr0306784,FBgn0033159
FBtr0306785,FBgn0033159
FBtr0306786,FBgn0033159
FBtr0306787,FBgn0033159
FBtr0334801,FBgn0033159
FBtr0088966,FBgn0033160
FBtr0336909,FBgn0033160
FBtr0113047,FBgn0033164
FBtr0113048,FBgn0033165
FBtr0089006,FBgn0033166
FBtr0089007,FBgn0033166
FBtr0089008,FBgn0033166
FBtr0089009,FBgn0033166
FBtr0113049,FBgn0033167
FBtr0332995,FBgn0033167
FBtr0089004,FBgn0033168
FBtr0088971,FBgn0033169
FBtr0088972,FBgn0033170
FBtr0088973,FBgn0033170
FBtr0100138,FBgn0033170
FBtr0088974,FBgn0033174
FBtr0336911,FBgn0033174
FBtr0088998,FBgn0033177
FBtr0088999,FBgn0033177
FBtr0345799,FBgn0033177
FBtr0088975,FBgn0033178
FBtr0088997,FBgn0033179
FBtr0088983,FBgn0033183
FBtr0300830,FBgn0033183
FBtr0336918,FBgn0033183
FBtr0088981,FBgn0033184
FBtr0088979,FBgn0033185
FBtr0336925,FBgn0033185
FBtr0088960,FBgn0033186
FBtr0088904,FBgn0033187
FBtr0088956,FBgn0033188
FBtr0088957,FBgn0033188
FBtr0088958,FBgn0033188
FBtr0336939,FBgn0033188
FBtr0088907,FBgn0033190
FBtr0088955,FBgn0033191
FBtr0088909,FBgn0033192
FBtr0336996,FBgn0033192
FBtr0088910,FBgn0033194
FBtr0310024,FBgn0033194
FBtr0088951,FBgn0033195
FBtr0088948,FBgn0033196
FBtr0088949,FBgn0033196
FBtr0088950,FBgn0033196
FBtr0303287,FBgn0033196
FBtr0088946,FBgn0033199
FBtr0347154,FBgn0033202
FBtr0088921,FBgn0033203
FBtr0336999,FBgn0033203
FBtr0088922,FBgn0033204
FBtr0337000,FBgn0033204
FBtr0088923,FBgn0033205
FBtr0088944,FBgn0033206
FBtr0088943,FBgn0033207
FBtr0088942,FBgn0033208
FBtr0088924,FBgn0033209
FBtr0088941,FBgn0033210
FBtr0088939,FBgn0033212
FBtr0088940,FBgn0033212
FBtr0300779,FBgn0033212
FBtr0300780,FBgn0033212
FBtr0332911,FBgn0033212
FBtr0332912,FBgn0033212
FBtr0088927,FBgn0033214
FBtr0339114,FBgn0033214
FBtr0339115,FBgn0033214
FBtr0339116,FBgn0033214
FBtr0088928,FBgn0033215
FBtr0088929,FBgn0033216
FBtr0088829,FBgn0033221
FBtr0088830,FBgn0033222
FBtr0113050,FBgn0033222
FBtr0088900,FBgn0033224
FBtr0088901,FBgn0033224
FBtr0088902,FBgn0033224
FBtr0088899,FBgn0033225
FBtr0088834,FBgn0033226
FBtr0088835,FBgn0033226
FBtr0088836,FBgn0033226
FBtr0088837,FBgn0033226
FBtr0339119,FBgn0033226
FBtr0339120,FBgn0033226
FBtr0345697,FBgn0033226
FBtr0088841,FBgn0033229
FBtr0088842,FBgn0033229
FBtr0088888,FBgn0033232
FBtr0088889,FBgn0033232
FBtr0088886,FBgn0033233
FBtr0309844,FBgn0033233
FBtr0088849,FBgn0033234
FBtr0304751,FBgn0033234
FBtr0309843,FBgn0033234
FBtr0088882,FBgn0033235
FBtr0088880,FBgn0033236
FBtr0305127,FBgn0033236
FBtr0339128,FBgn0033236
FBtr0088853,FBgn0033238
FBtr0113052,FBgn0033240
FBtr0305126,FBgn0033240
FBtr0088878,FBgn0033241
FBtr0088879,FBgn0033241
FBtr0088875,FBgn0033243
FBtr0339126,FBgn0033243
FBtr0339127,FBgn0033243
FBtr0088873,FBgn0033244
FBtr0088874,FBgn0033244
FBtr0301231,FBgn0033244
FBtr0088871,FBgn0033246
FBtr0088872,FBgn0033246
FBtr0113053,FBgn0033246
FBtr0339123,FBgn0033246
FBtr0339124,FBgn0033246
FBtr0339125,FBgn0033246
FBtr0088860,FBgn0033247
FBtr0088861,FBgn0033247
FBtr0088862,FBgn0033247
FBtr0088870,FBgn0033248
FBtr0339283,FBgn0033248
FBtr0088868,FBgn0033249
FBtr0339282,FBgn0033249
FBtr0088867,FBgn0033250
FBtr0304750,FBgn0033250
FBtr0088827,FBgn0033252
FBtr0088828,FBgn0033252
FBtr0339281,FBgn0033252
FBtr0088780,FBgn0033257
FBtr0088822,FBgn0033258
FBtr0088823,FBgn0033258
FBtr0088781,FBgn0033259
FBtr0088821,FBgn0033260
FBtr0301355,FBgn0033260
FBtr0088782,FBgn0033261
FBtr0347555,FBgn0033261
FBtr0088783,FBgn0033264
FBtr0100667,FBgn0033265
FBtr0100668,FBgn0033265
FBtr0344881,FBgn0033265
FBtr0088784,FBgn0033266
FBtr0088816,FBgn0033268
FBtr0339297,FBgn0033268
FBtr0088809,FBgn0033271
FBtr0307066,FBgn0033271
FBtr0307067,FBgn0033271
FBtr0088807,FBgn0033272
FBtr0088789,FBgn0033273
FBtr0088805,FBgn0033274
FBtr0088804,FBgn0033275
FBtr0088794,FBgn0033277
FBtr0088796,FBgn0033278
FBtr0339312,FBgn0033278
FBtr0088802,FBgn0033279
FBtr0339313,FBgn0033279
FBtr0088801,FBgn0033280
FBtr0088739,FBgn0033283
FBtr0089732,FBgn0033285
FBtr0088765,FBgn0033286
FBtr0088766,FBgn0033286
FBtr0088740,FBgn0033287
FBtr0088764,FBgn0033289
FBtr0290124,FBgn0033289
FBtr0088760,FBgn0033292
FBtr0331956,FBgn0033292
FBtr0088748,FBgn0033294
FBtr0088757,FBgn0033296
FBtr0345489,FBgn0033296
FBtr0088752,FBgn0033297
FBtr0088736,FBgn0033301
FBtr0302331,FBgn0033302
FBtr0345575,FBgn0033302
FBtr0088689,FBgn0033303
FBtr0333553,FBgn0033303
FBtr0088690,FBgn0033304
FBtr0088691,FBgn0033307
FBtr0290280,FBgn0033308
FBtr0088730,FBgn0033309
FBtr0339357,FBgn0033309
FBtr0310502,FBgn0033312
FBtr0290112,FBgn0033313
FBtr0301363,FBgn0033313
FBtr0305080,FBgn0033313
FBtr0305081,FBgn0033313
FBtr0305082,FBgn0033313
FBtr0310448,FBgn0033313
FBtr0310449,FBgn0033313
FBtr0310450,FBgn0033313
FBtr0088728,FBgn0033315
FBtr0088695,FBgn0033316
FBtr0088727,FBgn0033317
FBtr0339356,FBgn0033317
FBtr0088725,FBgn0033320
FBtr0339344,FBgn0033320
FBtr0339345,FBgn0033320
FBtr0088705,FBgn0033321
FBtr0088724,FBgn0033322
FBtr0088706,FBgn0033323
FBtr0339335,FBgn0033323
FBtr0307024,FBgn0033324
FBtr0339342,FBgn0033324
FBtr0339343,FBgn0033324
FBtr0307023,FBgn0033326
FBtr0088708,FBgn0033327
FBtr0339336,FBgn0033327
FBtr0088714,FBgn0033330
FBtr0088686,FBgn0033337
FBtr0330246,FBgn0033337
FBtr0088642,FBgn0033339
FBtr0088643,FBgn0033339
FBtr0339302,FBgn0033339
FBtr0345224,FBgn0033339
FBtr0088644,FBgn0033340
FBtr0088684,FBgn0033341
FBtr0088682,FBgn0033344
FBtr0088678,FBgn0033347
FBtr0339308,FBgn0033347
FBtr0290033,FBgn0033348
FBtr0088652,FBgn0033349
FBtr0088653,FBgn0033350
FBtr0088676,FBgn0033351
FBtr0088654,FBgn0033352
FBtr0339303,FBgn0033352
FBtr0300706,FBgn0033353
FBtr0088675,FBgn0033354
FBtr0088656,FBgn0033355
FBtr0290278,FBgn0033356
FBtr0290279,FBgn0033356
FBtr0088657,FBgn0033357
FBtr0339306,FBgn0033357
FBtr0088671,FBgn0033358
FBtr0301191,FBgn0033362
FBtr0301192,FBgn0033362
FBtr0301193,FBgn0033362
FBtr0339289,FBgn0033362
FBtr0088666,FBgn0033363
